Orthologs,TC,RTC,TCA,RTCA,Taxa,Not sure,Pythia scores
cluster10022_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-0.515072,-0.014308,2.372272,0.065896,39,1.56049,0.43
cluster10024_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.152254,0.338408,9.854339,0.328478,33,1.14916,0.21
cluster10026_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.47205,0.176518,8.364305,0.269816,34,0.866396,0.21
cluster10027_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,0.209115,0.009092,1.160117,0.05044,26,0.328794,0.51
cluster10028_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.445096,-0.043791,5.042938,0.152816,36,1.01001,0.23
cluster10029_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.018066,-0.171945,-0.124915,-0.003569,38,0.999956,0.55
cluster10030_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.430826,0.218554,8.634023,0.253942,37,1.26248,0.09
cluster10032_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-5.222995,-0.227087,-1.841368,-0.080059,26,0.307388,0.72
cluster10034_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.514276,-0.028571,0.967967,0.053776,21,0.342724,0.26
cluster10038_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-1.622395,-0.070539,0.39366,0.017116,26,0.77853,0.38
cluster10042_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.640714,-0.025629,2.612156,0.104486,28,0.493854,0.55
cluster10045_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-5.928537,-0.247022,-4.156027,-0.173168,27,0.554779,0.64
cluster10047_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.041397,-0.126725,-0.545862,-0.022744,27,0.43086,0.56
cluster10048_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-9.802245,-0.377009,-5.498769,-0.211491,29,0.915126,0.5
cluster1005_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,1.513588,0.045866,4.735326,0.143495,36,0.469577,0.52
cluster1005_1rr_2rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.229777,-0.012094,0.624828,0.032886,22,0.157301,0.64
cluster10055_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-7.470044,-0.311252,-4.569794,-0.190408,27,0.426187,0.33
cluster10058_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.687745,0.175607,4.280788,0.203847,24,0.522018,0.09
cluster10060_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-9.88379,-0.42973,-3.722732,-0.161858,26,0.477403,0.5
cluster10064_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-5.219565,-0.163111,-1.277908,-0.039935,35,1.25421,0.34
cluster10067_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.531113,-0.100889,2.074307,0.059266,38,1.26206,0.39
cluster10068_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-11.273867,-0.32211,-8.153098,-0.232946,38,1.63705,0.1
cluster10069_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-2.76279,-0.078937,1.587191,0.045348,38,0.8613,0.34
cluster10070_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.25923,-0.120712,-0.499718,-0.018508,30,1.2041,0.35
cluster10072_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,0.651417,0.01974,4.718086,0.142972,36,1.36095,0.19
cluster10073_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-4.226528,-0.117404,-3.31682,-0.092134,39,1.10662,0.19
cluster10074_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-7.795631,-0.251472,-1.419873,-0.045802,34,0.857417,0.57
cluster10075_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-9.28838,-0.265382,-6.400136,-0.182861,38,1.14277,0.56
cluster10076_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-8.114485,-0.231842,-2.096339,-0.059895,38,1.1439,0.53
cluster10077_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,0.979967,0.027999,5.04254,0.144073,38,0.98033,0.27
cluster10078_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-2.54429,-0.072694,2.480919,0.070883,38,1.35308,0.44
cluster10079_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,8.338116,0.25267,9.257902,0.280542,36,1.31241,0.26
cluster10082_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-12.942788,-0.517712,-4.281206,-0.171248,28,0.329645,0.74
cluster10083_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-4.10231,-0.132333,1.385273,0.044686,34,0.915162,0.52
cluster10085_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,1.838154,0.055702,6.886974,0.208696,36,0.950096,0.55
cluster10091_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.367074,0.181961,4.810065,0.200419,27,0.654881,0.23
cluster10093_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.803373,-0.064406,0.22073,0.007883,31,0.755942,0.5
cluster10094_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.672353,0.076353,5.391086,0.154031,38,1.52958,0.22
cluster10095_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.133791,0.08705,6.234554,0.173182,39,1.30923,0.48
cluster10097_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-1.810366,-0.050288,2.410603,0.066961,39,1.14605,0.29
cluster10098_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-8.406095,-0.233503,-4.135909,-0.114886,39,1.42445,0.57
cluster10099_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.322817,0.066141,3.905609,0.19528,23,1.17444,0.14
cluster10100_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.577573,0.073645,4.823552,0.137816,38,1.10935,0.25
cluster10102_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-7.725396,-0.454435,-4.082255,-0.240133,20,0.415494,0.65
cluster10103_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.039421,0.195539,7.218264,0.200507,39,0.894944,0.2
cluster10104_1rr_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-6.029764,-0.25124,-1.936294,-0.080679,27,0.355584,0.84
cluster10105_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.855087,-0.026721,1.575397,0.049231,35,0.832978,0.65
cluster10106_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.835495,-0.039785,0.507923,0.024187,24,0.666844,0.14
cluster10108_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.623156,0.295088,11.516152,0.319893,39,1.13962,0.22
cluster10111_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.204653,-0.046333,2.247203,0.086431,29,0.314184,0.56
cluster10112_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.685824,-0.022123,1.785349,0.057592,34,1.16158,0.17
cluster10115_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-7.740201,-0.221149,-4.831023,-0.138029,38,0.748908,0.28
cluster10119_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.138214,-0.031617,2.28722,0.063534,39,1.28483,0.5
cluster10123_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.202582,0.034359,4.324118,0.123546,38,0.944821,0.32
cluster10124_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.215558,0.117099,5.898135,0.163837,39,1.39606,0.55
cluster10125_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.798573,-0.031943,0.215727,0.008629,28,0.746382,0.23
cluster10126_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-4.657406,-0.194059,-1.231736,-0.051322,27,0.508146,0.6
cluster10127_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.208055,-0.229928,-1.240369,-0.04594,30,0.589809,0.42
cluster10128_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-6.83995,-0.263075,-1.710171,-0.065776,29,0.355661,0.66
cluster10129_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.039957,0.059999,3.322539,0.097722,37,1.1898,0.26
cluster10134_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-7.842277,-0.412751,-4.292125,-0.225901,22,0.216201,0.66
cluster10137_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-5.410908,-0.154597,-2.982967,-0.085228,38,0.781843,0.63
cluster10141_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-6.31238,-0.175344,-1.875682,-0.052102,39,0.870955,0.4
cluster10145_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.74799,0.131889,6.57809,0.182725,39,0.874177,0.24
cluster10146_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.836486,0.128931,3.73061,0.169573,25,0.822842,0.59
cluster10148_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-4.930455,-0.154077,-0.703886,-0.021996,35,1.13401,0.69
cluster10150_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.34238,0.127717,5.29174,0.155639,37,0.880628,0.18
cluster10151_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,0.778653,0.023596,4.631256,0.140341,36,1.06595,0.49
cluster10153_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.099968,-0.052379,-0.305373,-0.014542,24,0.319481,0.52
cluster10156_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.753742,-0.110404,1.464555,0.043075,37,1.21902,0.5
cluster10158_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,0.542251,0.015063,4.335797,0.120439,39,1.26016,0.35
cluster10159_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.345252,0.148479,6.897553,0.191599,39,1.21483,0.21
cluster10163_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.339058,0.26683,10.446231,0.298464,38,1.1704,0.25
cluster10167_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.609118,-0.023428,2.25882,0.086878,29,0.7144,0.31
cluster10168_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-6.302017,-0.217311,-2.224913,-0.076721,32,0.994715,0.55
cluster10171_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.219703,0.038116,2.91315,0.091036,35,1.08316,0.25
cluster10172_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.763747,0.132326,6.239204,0.173311,39,1.63711,0.22
cluster10173_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.319914,0.175553,8.591882,0.238663,39,1.23718,0.33
cluster10176_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-9.699935,-0.404164,-4.111294,-0.171304,27,0.336343,0.43
cluster10179_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.266778,0.368634,6.819189,0.401129,20,0.912841,0.14
cluster10180_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,0.852946,0.029412,2.585254,0.089147,32,0.934839,0.53
cluster10184_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-4.243061,-0.176794,-1.481479,-0.061728,27,0.437421,0.7
cluster10185_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-9.53807,-0.414699,-3.817421,-0.165975,26,0.368889,0.31
cluster10186_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-13.593666,-0.438505,-10.007306,-0.322816,34,1.12987,0.15
cluster10189_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.230534,-0.259606,-1.237117,-0.051547,27,0.887078,0.5
cluster1019_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-0.472165,-0.013116,2.37804,0.066057,39,1.29105,0.14
cluster10194_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.384194,-0.017463,3.05116,0.138689,25,0.703088,0.18
cluster10195_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.920492,-0.048447,0.844375,0.044441,22,0.248228,0.44
cluster10196_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,0.001759,0.000076,1.599886,0.06956,26,0.620033,0.21
cluster10198_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.34896,-0.244191,-0.824018,-0.031693,29,0.7249,0.32
cluster10199_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.620073,0.165296,7.588857,0.223202,37,1.15192,0.25
cluster10201_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,1.362643,0.056777,1.924137,0.080172,27,0.533263,0.46
cluster10203_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.687564,0.196123,6.719532,0.231708,32,0.840539,0.4
cluster10210_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.018676,-0.001038,0.211266,0.011737,21,0.494729,0.11
cluster10211_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-2.146454,-0.074016,1.077109,0.037142,32,1.27361,0.31
cluster10215_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.0044,0.444689,8.307795,0.461544,21,0.305397,0.15
cluster10217_1rr_1rr_2rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.218677,-0.282667,-2.394849,-0.108857,25,0.478743,0.55
cluster10219_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-2.367792,-0.065772,0.818168,0.022727,39,1.02378,0.36
cluster10220_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-10.400657,-0.288907,-6.233284,-0.173147,39,1.12687,0.58
cluster10222_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.7267,0.19089,8.134443,0.271148,33,0.907884,0.17
cluster10223_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-9.604547,-0.266793,-4.586572,-0.127405,39,1.00106,0.66
cluster10225_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-4.580853,-0.241098,-2.131979,-0.112209,22,0.340562,0.49
cluster10229_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.643049,0.149776,8.507749,0.274444,34,1.11654,0.27
cluster10230_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-1.332471,-0.038071,3.542684,0.10122,38,1.8495,0.44
cluster10232_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,0.480028,0.013715,1.488537,0.04253,38,1.16448,0.33
cluster10234_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.289476,-0.056064,0.630803,0.027426,26,0.469636,0.66
cluster10237_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.960531,0.198872,9.055583,0.258731,38,1.09621,0.19
cluster10239_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,1.210193,0.04034,5.755395,0.191847,33,0.821046,0.57
cluster10240_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-2.533736,-0.105572,-0.367274,-0.015303,27,0.363148,0.65
cluster10241_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.14235,0.087288,5.960092,0.165558,39,0.721736,0.1
cluster10242_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-5.692817,-0.189761,-0.886134,-0.029538,33,1.2463,0.69
cluster10246_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.686946,-0.278623,-3.657717,-0.152405,27,0.762757,0.39
cluster10247_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-10.494481,-0.308661,-4.678113,-0.137592,37,1.03585,0.61
cluster10248_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-9.177468,-0.39902,-5.375431,-0.233714,26,0.277522,0.75
cluster10251_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-10.884387,-0.310982,-3.166334,-0.090467,38,0.963073,0.62
cluster10254_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.882371,-0.025211,0.764537,0.021844,38,1.49239,0.27
cluster10256_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.394669,0.096991,4.472413,0.127783,38,1.47476,0.1
cluster10258_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.856762,0.128559,5.515111,0.183837,33,0.785927,0.45
cluster10260_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.719069,0.109384,5.676886,0.166967,37,1.00454,0.14
cluster10261_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.074273,-0.046708,2.495372,0.108494,26,0.82584,0.46
cluster10262_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.546833,0.136417,5.160408,0.198477,29,0.284163,0.47
cluster10263_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.727509,0.13132,7.025431,0.195151,39,1.21291,0.23
cluster10265_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,7.167146,0.238905,8.314827,0.277161,33,0.985034,0.14
cluster10266_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,13.462722,0.373965,13.571349,0.376982,39,1.33142,0.22
cluster10268_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-5.988784,-0.176141,-0.138993,-0.004088,37,1.31723,0.41
cluster10269_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.680526,-0.049427,1.69606,0.049884,37,0.903421,0.39
cluster10270_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-2.968372,-0.087305,0.810954,0.023852,37,1.124,0.49
cluster10272_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.558358,0.350253,12.275156,0.371974,36,1.18431,0.21
cluster10276_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-4.668928,-0.150611,0.742227,0.023943,34,0.875029,0.52
cluster10277_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.46338,-0.054199,0.897984,0.033259,30,1.17352,0.08
cluster10279_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-11.862204,-0.494259,-7.725955,-0.321915,27,0.282683,0.69
cluster10281_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-0.200898,-0.006481,2.804322,0.090462,34,0.871392,0.46
cluster10284_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.346626,0.22877,4.580923,0.241101,22,1.07041,0.14
cluster10285_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-6.656884,-0.190197,-2.667568,-0.076216,38,1.03662,0.55
cluster10286_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-10.131335,-0.349356,-5.580203,-0.192421,32,0.906668,0.68
cluster10288_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-4.434025,-0.152897,-0.815284,-0.028113,32,0.461899,0.61
cluster10291_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.207303,0.061314,5.104833,0.141801,39,1.09449,0.53
cluster1029_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.967004,0.586294,9.812577,0.57721,20,1.1894,0
cluster10297_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.395799,-0.016492,2.30868,0.096195,27,1.48927,0.21
cluster10298_1rr_1rr_1rr_2rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-9.427378,-0.409886,-3.915239,-0.170228,26,0.402131,0.68
cluster10299_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.918247,-0.054807,2.175798,0.062166,38,0.978306,0.41
cluster10301_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.844856,-0.109853,-1.495198,-0.04272,38,1.08982,0.52
cluster10302_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.790982,-0.114878,-1.230354,-0.037283,36,1.27402,0.47
cluster10304_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.821591,-0.146984,-1.675857,-0.064456,29,0.851671,0.55
cluster10306_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-11.735362,-0.488973,-6.401886,-0.266745,27,0.328663,0.76
cluster10307_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.162437,0.143401,8.398137,0.233282,39,0.780227,0.13
cluster10309_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,0.774203,0.021506,2.434927,0.067637,39,0.910882,0.21
cluster10310_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-5.678991,-0.15775,1.758323,0.048842,39,1.30613,0.36
cluster10311_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-9.248662,-0.256907,-6.521445,-0.181151,39,0.839743,0.58
cluster1031_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.436842,-0.132186,0.443357,0.017052,29,0.473368,0.46
cluster10314_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,0.685409,0.019039,3.513447,0.097596,39,0.968546,0.12
cluster10315_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.088748,0.093598,4.446288,0.134736,36,1.39972,0.37
cluster10316_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-4.661306,-0.150365,-1.173723,-0.037862,34,1.3131,0.46
cluster10317_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-5.937709,-0.228373,-1.780695,-0.068488,29,0.487841,0.42
cluster10325_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.352444,-0.056352,-0.42164,-0.017568,27,0.525708,0.21
cluster10327_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.240797,-0.367106,-0.541997,-0.031882,20,0.240331,0.57
cluster10329_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.863649,-0.054813,0.945911,0.027821,37,1.01929,0.2
cluster10331_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.505345,-0.206197,-1.316511,-0.077442,20,0.127434,0.6
cluster10333_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-1.027852,-0.044689,0.122641,0.005332,26,0.48636,0.29
cluster10334_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.600455,0.268764,8.906241,0.27832,35,1.18576,0.1
cluster10345_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.864621,0.08107,2.501222,0.108749,26,0.533011,0.31
cluster10351_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-1.310841,-0.037453,5.124159,0.146405,38,0.913825,0.24
cluster10353_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.513773,0.048831,4.814081,0.155293,34,1.38639,0.25
cluster10354_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-9.093465,-0.252596,-5.544322,-0.154009,39,0.716064,0.56
cluster10355_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.460877,0.159317,5.38874,0.192455,31,0.928947,0.27
cluster10358_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.286996,0.265343,10.478315,0.29938,38,1.01664,0.35
cluster10359_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.056651,0.057129,7.174503,0.199292,39,0.842116,0.2
cluster10362_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,0.826336,0.022954,2.525027,0.07014,39,0.852766,0.21
cluster10363_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-9.071411,-0.503967,-6.169477,-0.342749,21,0.060209,0.76
cluster10364_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-1.038621,-0.034621,2.710205,0.09034,33,0.887943,0.41
cluster10367_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.878659,0.079963,5.307106,0.14742,39,1.34408,0.51
cluster10368_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-4.777067,-0.199044,-3.736211,-0.155675,27,1.34091,0.14
cluster10369_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.792822,-0.261262,-2.558906,-0.098419,29,0.610135,0.66
cluster10372_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.072735,0.214325,8.656439,0.262316,36,1.01221,0.28
cluster10373_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.189318,0.123215,6.412863,0.188614,37,1.20802,0.18
cluster10374_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-7.00948,-0.194708,-1.58608,-0.044058,39,1.14569,0.35
